epoch,loss,accuracy,mean_absolute_error,val_loss,val_accuracy,val_mean_absolute_error
1,0.5438089748271138,0.7293303608894348,0.3328726291656494,0.4783178499464212,0.7488896250724792,0.32324838638305664
2,0.5059210352311984,0.7421421408653259,0.32626813650131226,0.47199284810945774,0.7577724456787109,0.3277522623538971
3,0.4959512204186355,0.7511103749275208,0.3243659734725952,0.4713703978578915,0.7574307918548584,0.3074182868003845
4,0.49028383231545863,0.7486333847045898,0.3227364420890808,0.46795486473247055,0.7605056166648865,0.3280552923679352
5,0.4858523398322134,0.7540143728256226,0.32220199704170227,0.4699566802108577,0.7605056166648865,0.3320974111557007
6,0.4822720601813639,0.75367271900177,0.3203310966491699,0.4662843445156229,0.7642637491226196,0.32999175786972046
7,0.47913280988782186,0.7558079957962036,0.31933867931365967,0.4605184465921654,0.7622138857841492,0.3102761209011078
8,0.47731440144469806,0.7582849264144897,0.31853803992271423,0.4597894892295066,0.7659719586372375,0.3188750445842743
9,0.47435614865796333,0.7585411667823792,0.3173190951347351,0.46577115037720646,0.7666552662849426,0.2970278561115265
